work_year,experience_level,employment_type,salary_in_usd,remote_ratio,company_location,company_size,experience_level_ord,employment_type_cat,is_full_time,fully_remote_flag,role_category,leadership_flag,company_size_ord,company_country
2022,SE,FT,136600,100,USA,M,2,FT,1,1,Analyst,0,1,USA
2022,SE,FT,109280,100,USA,M,2,FT,1,1,Analyst,0,1,USA
2022,SE,FT,128875,100,USA,M,2,FT,1,1,Data Engineer,0,1,USA
2022,SE,FT,93700,100,USA,M,2,FT,1,1,Data Engineer,0,1,USA
2022,EX,FT,224000,100,USA,M,3,FT,1,1,Director,1,1,USA
2022,EX,FT,167875,100,USA,M,3,FT,1,1,Director,1,1,USA
2022,EX,FT,175000,100,USA,M,3,FT,1,1,Other,0,1,USA
2022,SE,FT,156600,100,USA,M,2,FT,1,1,Data Engineer,0,1,USA
2022,SE,FT,108800,0,USA,M,2,FT,1,0,Data Engineer,0,1,USA
2022,SE,FT,95550,0,USA,M,2,FT,1,0,Data Scientist,0,1,USA
2022,SE,FT,113000,0,USA,L,2,FT,1,0,Data Engineer,0,2,USA
2022,SE,FT,135000,100,USA,M,2,FT,1,1,Analyst,0,1,USA
2022,SE,FT,161342,100,USA,M,2,FT,1,1,Manager,1,1,USA
2022,SE,FT,137141,100,USA,M,2,FT,1,1,Manager,1,1,USA
2022,SE,FT,167000,100,USA,M,2,FT,1,1,Data Scientist,0,1,USA
2022,SE,FT,123000,100,USA,M,2,FT,1,1,Data Scientist,0,1,USA
2022,SE,FT,78526,0,UK,M,2,FT,1,0,Data Engineer,0,1,UK
2022,SE,FT,65438,0,UK,M,2,FT,1,0,Data Engineer,0,1,UK
2022,SE,FT,150000,0,USA,M,2,FT,1,0,Data Scientist,0,1,USA
2022,SE,FT,211500,100,USA,M,2,FT,1,1,Data Scientist,0,1,USA
2022,SE,FT,192400,100,CA,M,2,FT,1,1,Architect,0,1,CA
2022,SE,FT,90700,100,CA,M,2,FT,1,1,Architect,0,1,CA
2022,SE,FT,130000,100,CA,M,2,FT,1,1,Analyst,0,1,CA
2022,SE,FT,61300,100,CA,M,2,FT,1,1,Analyst,0,1,CA
2022,SE,FT,130000,100,CA,M,2,FT,1,1,Analyst,0,1,CA
2022,SE,FT,61300,100,CA,M,2,FT,1,1,Analyst,0,1,CA
2022,SE,FT,160000,0,USA,L,2,FT,1,0,Data Engineer,0,2,USA
2022,SE,FT,138600,100,USA,M,2,FT,1,1,Data Scientist,0,1,USA
2022,SE,FT,136000,0,USA,M,2,FT,1,0,Data Engineer,0,1,USA
2022,MI,FT,58000,0,USA,S,1,FT,1,0,Analyst,0,0,USA
2022,EX,FT,135000,100,USA,M,3,FT,1,1,Other,0,1,USA
2022,SE,FT,170000,100,USA,M,2,FT,1,1,Data Scientist,0,1,USA
2022,SE,FT,123000,100,USA,M,2,FT,1,1,Data Scientist,0,1,USA
2022,SE,FT,189650,0,USA,M,2,FT,1,0,ML Engineer,0,1,USA
2022,SE,FT,164996,0,USA,M,2,FT,1,0,ML Engineer,0,1,USA
2022,MI,FT,54957,0,GR,M,1,FT,1,0,Other,0,1,GR
2022,MI,FT,54957,0,GR,M,1,FT,1,0,Other,0,1,GR
2022,EX,FT,118187,100,CA,S,3,FT,1,1,Data Engineer,1,0,CA
2022,SE,FT,132000,0,USA,M,2,FT,1,0,Analyst,0,1,USA
2022,SE,FT,165400,100,USA,M,2,FT,1,1,Data Engineer,0,1,USA
2022,SE,FT,208775,100,USA,M,2,FT,1,1,Architect,0,1,USA
2022,SE,FT,147800,100,USA,M,2,FT,1,1,Architect,0,1,USA
2022,SE,FT,136994,100,USA,M,2,FT,1,1,Data Engineer,0,1,USA
2022,SE,FT,101570,100,USA,M,2,FT,1,1,Data Engineer,0,1,USA
2022,SE,FT,128875,100,USA,M,2,FT,1,1,Analyst,0,1,USA
2022,SE,FT,93700,100,USA,M,2,FT,1,1,Analyst,0,1,USA
2022,EX,FT,79039,50,India,L,3,FT,1,0,ML Engineer,1,2,India
2022,SE,FT,132320,100,USA,M,2,FT,1,1,Data Engineer,0,1,USA
2022,EN,FT,37300,100,UK,L,0,FT,1,1,ML Engineer,0,2,UK
2022,SE,FT,164000,0,USA,M,2,FT,1,0,Analyst,0,1,USA
2022,SE,FT,155000,100,USA,M,2,FT,1,1,Data Engineer,0,1,USA
2022,MI,FT,124333,0,UK,M,1,FT,1,0,ML Engineer,0,1,UK
2022,MI,FT,98158,0,UK,M,1,FT,1,0,ML Engineer,0,1,UK
2022,MI,FT,120000,0,USA,M,1,FT,1,0,Other,0,1,USA
2022,SE,FT,112900,100,USA,M,2,FT,1,1,Analyst,0,1,USA
2022,SE,FT,90320,100,USA,M,2,FT,1,1,Analyst,0,1,USA
2022,SE,FT,145000,100,USA,M,2,FT,1,1,Manager,1,1,USA
2022,SE,FT,105400,100,USA,M,2,FT,1,1,Manager,1,1,USA
2022,MI,FT,87932,100,DE,M,1,FT,1,1,ML Engineer,0,1,DE
2022,MI,FT,117789,0,UK,M,1,FT,1,0,Data Engineer,0,1,UK
2022,SE,FT,215300,100,USA,L,2,FT,1,1,Data Scientist,0,2,USA
2022,SE,FT,158200,100,USA,L,2,FT,1,1,Data Scientist,0,2,USA
2022,SE,FT,209100,100,USA,L,2,FT,1,1,Data Engineer,0,2,USA
2022,SE,FT,154600,100,USA,L,2,FT,1,1,Data Engineer,0,2,USA
2022,SE,FT,115934,0,USA,M,2,FT,1,0,Analyst,0,1,USA
2022,SE,FT,81666,0,USA,M,2,FT,1,0,Analyst,0,1,USA
2022,SE,FT,175000,100,USA,M,2,FT,1,1,Data Engineer,0,1,USA
2022,MI,FT,98158,0,UK,M,1,FT,1,0,Data Engineer,0,1,UK
2022,MI,FT,58000,0,USA,S,1,FT,1,0,Analyst,0,0,USA
2022,SE,FT,183600,100,USA,L,2,FT,1,1,Data Engineer,0,2,USA
2022,MI,FT,52351,100,UK,M,1,FT,1,1,Analyst,0,1,UK
2022,SE,FT,180000,100,USA,M,2,FT,1,1,Data Scientist,0,1,USA
2022,MI,FT,71982,0,UK,M,1,FT,1,0,Data Scientist,0,1,UK
2022,MI,FT,45807,0,UK,M,1,FT,1,0,Data Scientist,0,1,UK
2022,MI,FT,65949,100,GR,M,1,FT,1,1,Data Engineer,0,1,GR
2022,MI,FT,49461,100,GR,M,1,FT,1,1,Data Engineer,0,1,GR
2022,MI,FT,78526,100,UK,M,1,FT,1,1,Data Engineer,0,1,UK
2022,MI,FT,58894,100,UK,M,1,FT,1,1,Data Engineer,0,1,UK
2022,SE,FT,260000,100,USA,M,2,FT,1,1,Data Scientist,0,1,USA
2022,SE,FT,60000,100,MX,L,2,FT,1,1,Other,0,2,MX
2022,MI,FT,63900,0,USA,M,1,FT,1,0,Data Engineer,0,1,USA
2022,MI,FT,160000,100,USA,L,1,FT,1,1,ML Engineer,0,2,USA
2022,MI,FT,112300,100,USA,L,1,FT,1,1,ML Engineer,0,2,USA
2022,MI,FT,241000,100,USA,M,1,FT,1,1,Manager,1,1,USA
2022,MI,FT,159000,100,USA,M,1,FT,1,1,Manager,1,1,USA
2022,SE,FT,180000,0,USA,M,2,FT,1,0,Data Scientist,0,1,USA
2022,SE,FT,80000,0,USA,M,2,FT,1,0,Data Scientist,0,1,USA
2022,MI,FT,82900,0,USA,M,1,FT,1,0,Data Engineer,0,1,USA
2022,SE,FT,100800,100,USA,L,2,FT,1,1,Data Engineer,0,2,USA
2022,MI,FT,49461,100,ES,M,1,FT,1,1,Data Engineer,0,1,ES
2022,SE,FT,140400,0,USA,L,2,FT,1,0,Data Scientist,0,2,USA
2022,MI,FT,39263,100,UK,M,1,FT,1,1,Analyst,0,1,UK
2022,MI,FT,43966,100,ES,M,1,FT,1,1,Analyst,0,1,ES
2022,MI,FT,32974,100,ES,M,1,FT,1,1,Analyst,0,1,ES
2022,MI,FT,87932,100,ES,M,1,FT,1,1,Data Engineer,0,1,ES
2022,MI,FT,76940,100,ES,M,1,FT,1,1,Data Engineer,0,1,ES
2022,MI,FT,104702,100,UK,M,1,FT,1,1,Data Engineer,0,1,UK
2022,MI,FT,91614,100,UK,M,1,FT,1,1,Data Engineer,0,1,UK
2022,MI,FT,65949,100,ES,M,1,FT,1,1,Data Engineer,0,1,ES
2022,MI,FT,87932,100,GR,M,1,FT,1,1,Data Engineer,0,1,GR
2022,SE,FT,189650,0,USA,M,2,FT,1,0,ML Engineer,0,1,USA
2022,SE,FT,164996,0,USA,M,2,FT,1,0,ML Engineer,0,1,USA
2022,MI,FT,43966,100,GR,M,1,FT,1,1,Analyst,0,1,GR
2022,MI,FT,32974,100,GR,M,1,FT,1,1,Analyst,0,1,GR
2022,MI,FT,98158,100,UK,M,1,FT,1,1,Data Engineer,0,1,UK
2022,MI,FT,78526,100,UK,M,1,FT,1,1,Data Engineer,0,1,UK
2022,SE,FT,215300,0,USA,L,2,FT,1,0,Data Scientist,0,2,USA
2022,MI,FT,76940,100,GR,M,1,FT,1,1,Data Engineer,0,1,GR
2022,SE,FT,209100,100,USA,L,2,FT,1,1,Data Engineer,0,2,USA
2022,SE,FT,154600,100,USA,L,2,FT,1,1,Data Engineer,0,2,USA
2022,SE,FT,180000,100,USA,M,2,FT,1,1,Data Engineer,0,1,USA
2022,EN,FT,21983,100,PT,L,0,FT,1,1,ML Engineer,0,2,PT
2022,SE,FT,80000,100,USA,M,2,FT,1,1,Data Engineer,0,1,USA
2022,MI,FT,78791,100,CA,M,1,FT,1,1,ML Engineer,0,1,CA
2022,EX,FT,196979,50,CA,L,3,FT,1,0,Director,1,2,CA
2022,MI,FT,120000,100,USA,S,1,FT,1,1,ML Engineer,0,0,USA
2022,EN,FT,125000,0,USA,M,0,FT,1,0,Other,0,1,USA
2022,MI,FT,37236,50,USA,L,1,FT,1,0,Other,0,2,USA
2022,SE,FT,105000,100,USA,M,2,FT,1,1,Data Engineer,0,1,USA
2022,SE,FT,87932,0,DE,M,2,FT,1,0,ML Engineer,1,1,DE
2022,MI,FT,18442,100,India,M,1,FT,1,1,Analyst,0,1,India
2022,MI,FT,31615,100,India,L,1,FT,1,1,Data Scientist,0,2,India
2022,MI,FT,58255,50,PT,L,1,FT,1,0,ML Engineer,0,2,PT
2022,EN,FT,100000,50,USA,L,0,FT,1,0,Analyst,0,2,USA
2022,MI,PT,54957,50,DE,L,1,PT,0,0,Data Engineer,0,2,DE
2022,EN,FT,18442,100,India,M,0,FT,1,1,Data Scientist,0,1,India
2022,SE,FT,162674,100,DE,M,2,FT,1,1,Data Scientist,1,1,DE
2022,EN,FT,120000,100,USA,M,0,FT,1,1,Data Engineer,0,1,USA
2022,SE,FT,144000,50,USA,L,2,FT,1,0,Research,0,2,USA
2022,SE,FT,104890,100,USA,M,2,FT,1,1,Data Scientist,0,1,USA
2022,SE,FT,100000,100,USA,M,2,FT,1,1,Data Engineer,0,1,USA
2022,SE,FT,140000,100,USA,M,2,FT,1,1,Data Scientist,0,1,USA
2022,MI,FT,135000,100,USA,M,1,FT,1,1,Analyst,0,1,USA
2022,MI,FT,50000,100,USA,M,1,FT,1,1,Analyst,0,1,USA
2022,SE,FT,220000,100,USA,M,2,FT,1,1,Data Scientist,0,1,USA
2022,SE,FT,140000,100,USA,M,2,FT,1,1,Data Scientist,0,1,USA
2022,MI,FT,183228,0,UK,M,1,FT,1,0,Data Scientist,0,1,UK
2022,MI,FT,91614,0,UK,M,1,FT,1,0,Data Scientist,0,1,UK
2022,SE,FT,185100,100,USA,M,2,FT,1,1,Data Scientist,0,1,USA
2022,SE,FT,220000,100,USA,M,2,FT,1,1,ML Engineer,0,1,USA
2022,MI,FT,200000,100,USA,M,1,FT,1,1,Data Scientist,0,1,USA
2022,MI,FT,120000,100,USA,M,1,FT,1,1,Data Scientist,0,1,USA
2022,SE,FT,120000,100,AE,S,2,FT,1,1,ML Engineer,0,0,AE
2022,SE,FT,65000,100,AE,S,2,FT,1,1,ML Engineer,0,0,AE
2022,EX,FT,324000,100,USA,M,3,FT,1,1,Data Engineer,0,1,USA
2022,EX,FT,216000,100,USA,M,3,FT,1,1,Data Engineer,0,1,USA
2022,SE,FT,210000,100,USA,M,2,FT,1,1,Data Engineer,0,1,USA
2022,SE,FT,120000,100,USA,M,2,FT,1,1,ML Engineer,0,1,USA
2022,SE,FT,230000,100,USA,M,2,FT,1,1,Data Scientist,0,1,USA
2022,EN,PT,100000,50,DZ,M,0,PT,0,0,Data Scientist,0,1,DZ
2022,MI,FL,100000,100,USA,M,1,FL,0,1,Data Scientist,0,1,USA
2022,EN,CT,31875,100,CZ,M,0,CT,0,1,ML Engineer,0,1,CZ
2022,SE,FT,200000,100,USA,M,2,FT,1,1,Director,1,1,USA
2022,MI,FT,75000,100,CA,S,1,FT,1,1,Analyst,1,0,CA
2022,MI,FT,35590,100,PL,L,1,FT,1,1,Data Scientist,0,2,PL
2022,SE,FT,78791,100,CA,M,2,FT,1,1,ML Engineer,0,1,CA
2022,SE,FT,100000,100,USA,M,2,FT,1,1,Data Scientist,0,1,USA
2022,MI,FT,153000,50,USA,M,1,FT,1,0,ML Engineer,0,1,USA
2022,EN,FT,58035,100,DE,M,0,FT,1,1,Data Engineer,0,1,DE
2022,SE,FT,165000,100,USA,M,2,FT,1,1,Data Scientist,0,1,USA
2022,SE,FT,93427,50,FR,L,2,FT,1,0,Research,0,2,FR
2022,EN,FT,52396,100,CA,L,0,FT,1,1,Data Scientist,0,2,CA
2022,SE,FT,62651,100,NL,L,2,FT,1,1,ML Engineer,0,2,NL
2022,MI,FT,32974,100,EE,S,1,FT,1,1,Director,1,0,EE
2022,EN,FT,40000,100,MY,L,0,FT,1,1,Data Scientist,0,2,MY
2022,MI,FT,87425,100,AU,L,1,FT,1,1,ML Engineer,0,2,AU
2022,SE,FT,115000,100,USA,M,2,FT,1,1,Data Engineer,0,1,USA
2022,EN,FT,86703,50,AU,M,0,FT,1,0,Data Scientist,0,1,AU
2022,MI,FT,75000,100,USA,L,1,FT,1,1,ML Engineer,0,2,USA
2022,MI,FT,64849,0,AT,L,1,FT,1,0,Research,0,2,AT
2022,EN,FT,120000,100,USA,L,0,FT,1,1,Research,0,2,USA
2022,MI,FT,157000,100,USA,L,1,FT,1,1,Data Scientist,0,2,USA
2022,EN,FT,150000,100,AU,S,0,FT,1,1,Other,0,0,AU
2022,MI,FT,70912,50,CA,L,1,FT,1,0,Analyst,0,2,CA
2022,EN,FT,65000,100,USA,S,0,FT,1,1,Data Engineer,0,0,USA
2022,SE,FT,71444,100,IE,S,2,FT,1,1,ML Engineer,0,0,IE
2022,EN,FT,20000,0,PK,M,0,FT,1,0,Other,0,1,PK
2022,MI,FT,48000,100,USA,S,1,FT,1,1,Data Scientist,0,0,USA
2022,SE,FT,152500,100,USA,M,2,FT,1,1,Manager,1,1,USA
2022,MI,FT,68147,100,FR,M,1,FT,1,1,Data Engineer,0,1,FR
2022,MI,FT,122346,0,CH,L,1,FT,1,0,Data Scientist,0,2,CH
2022,SE,FT,380000,100,USA,L,2,FT,1,1,Data Scientist,0,2,USA
2022,MI,FT,69336,100,CA,M,1,FT,1,1,Data Scientist,0,1,CA
2022,EN,FT,10000,100,LU,M,0,FT,1,1,Other,0,1,LU
2022,MI,FT,20000,100,GR,S,1,FT,1,1,Analyst,0,0,GR
2022,SE,FT,405000,100,USA,L,2,FT,1,1,Other,1,2,USA
2022,MI,FT,135000,100,USA,L,1,FT,1,1,Data Scientist,0,2,USA
2022,SE,FT,177000,100,USA,L,2,FT,1,1,Data Scientist,0,2,USA
2022,MI,FT,78000,100,USA,M,1,FT,1,1,Data Scientist,0,1,USA
2022,SE,FT,135000,100,USA,M,2,FT,1,1,Analyst,0,1,USA
2022,SE,FT,100000,100,USA,M,2,FT,1,1,Analyst,0,1,USA
2022,SE,FT,90320,100,USA,M,2,FT,1,1,Analyst,0,1,USA
2022,MI,FT,85000,0,CA,M,1,FT,1,0,Analyst,0,1,CA
2022,MI,FT,75000,0,CA,M,1,FT,1,0,Analyst,0,1,CA
2022,SE,FT,214000,100,USA,M,2,FT,1,1,ML Engineer,0,1,USA
2022,SE,FT,192600,100,USA,M,2,FT,1,1,ML Engineer,0,1,USA
2022,SE,FT,266400,100,USA,M,2,FT,1,1,Architect,0,1,USA
2022,SE,FT,213120,100,USA,M,2,FT,1,1,Architect,0,1,USA
2022,SE,FT,112900,100,USA,M,2,FT,1,1,Analyst,0,1,USA
2022,SE,FT,155000,100,USA,M,2,FT,1,1,Data Engineer,0,1,USA
2022,MI,FT,141300,0,USA,M,1,FT,1,0,Data Scientist,0,1,USA
2022,MI,FT,102100,0,USA,M,1,FT,1,0,Data Scientist,0,1,USA
2022,SE,FT,115934,100,USA,M,2,FT,1,1,Analyst,0,1,USA
2022,SE,FT,81666,100,USA,M,2,FT,1,1,Analyst,0,1,USA
2022,MI,FT,206699,0,USA,M,1,FT,1,0,Data Engineer,0,1,USA
2022,MI,FT,99100,0,USA,M,1,FT,1,0,Data Engineer,0,1,USA
2022,SE,FT,130000,100,USA,M,2,FT,1,1,Data Engineer,0,1,USA
2022,SE,FT,115000,100,USA,M,2,FT,1,1,Data Engineer,0,1,USA
2022,SE,FT,110500,100,USA,M,2,FT,1,1,Data Engineer,0,1,USA
2022,SE,FT,130000,100,USA,M,2,FT,1,1,Data Engineer,0,1,USA
2022,SE,FT,99050,100,USA,M,2,FT,1,1,Analyst,0,1,USA
2022,SE,FT,160000,100,USA,M,2,FT,1,1,Data Engineer,0,1,USA
2022,SE,FT,205300,0,USA,L,2,FT,1,0,Data Scientist,0,2,USA
2022,SE,FT,140400,0,USA,L,2,FT,1,0,Data Scientist,0,2,USA
2022,SE,FT,176000,100,USA,M,2,FT,1,1,Data Scientist,0,1,USA
2022,SE,FT,144000,100,USA,M,2,FT,1,1,Data Scientist,0,1,USA
2022,SE,FT,200100,100,USA,M,2,FT,1,1,Data Engineer,0,1,USA
2022,SE,FT,160000,100,USA,M,2,FT,1,1,Data Engineer,0,1,USA
2022,SE,FT,145000,100,USA,M,2,FT,1,1,Data Engineer,0,1,USA
2022,SE,FT,70500,0,USA,M,2,FT,1,0,Data Engineer,0,1,USA
2022,SE,FT,205300,0,USA,M,2,FT,1,0,Data Scientist,0,1,USA
2022,SE,FT,140400,0,USA,M,2,FT,1,0,Data Scientist,0,1,USA
2022,SE,FT,205300,0,USA,M,2,FT,1,0,Other,0,1,USA
2022,SE,FT,184700,0,USA,M,2,FT,1,0,Other,0,1,USA
2022,SE,FT,175100,100,USA,M,2,FT,1,1,Data Engineer,0,1,USA
2022,SE,FT,140250,100,USA,M,2,FT,1,1,Data Engineer,0,1,USA
2022,SE,FT,116150,100,USA,M,2,FT,1,1,Analyst,0,1,USA
2022,SE,FT,54000,0,USA,M,2,FT,1,0,Data Engineer,0,1,USA
2022,SE,FT,170000,100,USA,M,2,FT,1,1,Analyst,0,1,USA
2022,MI,FT,65438,0,UK,M,1,FT,1,0,Analyst,0,1,UK
2022,SE,FT,80000,100,USA,M,2,FT,1,1,Analyst,0,1,USA
2022,SE,FT,140000,100,USA,M,2,FT,1,1,Data Scientist,0,1,USA
2022,SE,FT,210000,100,USA,M,2,FT,1,1,Data Scientist,0,1,USA
2022,SE,FT,140000,100,USA,M,2,FT,1,1,Data Scientist,0,1,USA
2022,SE,FT,100000,100,USA,M,2,FT,1,1,Analyst,0,1,USA
2022,SE,FT,69000,100,USA,M,2,FT,1,1,Analyst,0,1,USA
2022,SE,FT,210000,100,USA,M,2,FT,1,1,Data Scientist,0,1,USA
2022,SE,FT,140000,100,USA,M,2,FT,1,1,Data Scientist,0,1,USA
2022,SE,FT,210000,100,USA,M,2,FT,1,1,Data Scientist,0,1,USA
2022,SE,FT,150075,100,USA,M,2,FT,1,1,Analyst,0,1,USA
2022,SE,FT,100000,100,USA,M,2,FT,1,1,Data Engineer,0,1,USA
2022,SE,FT,25000,100,USA,M,2,FT,1,1,Data Engineer,0,1,USA
2022,SE,FT,126500,100,USA,M,2,FT,1,1,Analyst,0,1,USA
2022,SE,FT,106260,100,USA,M,2,FT,1,1,Analyst,0,1,USA
2022,SE,FT,220110,100,USA,M,2,FT,1,1,Data Engineer,0,1,USA
2022,SE,FT,160080,100,USA,M,2,FT,1,1,Data Engineer,0,1,USA
2022,SE,FT,105000,100,USA,M,2,FT,1,1,Analyst,0,1,USA
2022,SE,FT,110925,100,USA,M,2,FT,1,1,Analyst,0,1,USA
2022,MI,FT,45807,0,UK,M,1,FT,1,0,Analyst,0,1,UK
2022,SE,FT,140000,100,USA,M,2,FT,1,1,Data Scientist,0,1,USA
2022,SE,FT,99000,0,USA,M,2,FT,1,0,Analyst,0,1,USA
2022,SE,FT,60000,100,USA,M,2,FT,1,1,Analyst,0,1,USA
2022,SE,FT,192564,100,USA,M,2,FT,1,1,Architect,0,1,USA
2022,SE,FT,144854,100,USA,M,2,FT,1,1,Architect,0,1,USA
2022,SE,FT,230000,100,USA,M,2,FT,1,1,Data Scientist,0,1,USA
2022,SE,FT,150000,100,USA,M,2,FT,1,1,Data Scientist,0,1,USA
2022,SE,FT,150260,100,USA,M,2,FT,1,1,Manager,1,1,USA
2022,SE,FT,109280,100,USA,M,2,FT,1,1,Manager,1,1,USA
2022,SE,FT,210000,100,USA,M,2,FT,1,1,Data Scientist,0,1,USA
2022,SE,FT,170000,100,USA,M,2,FT,1,1,Analyst,0,1,USA
2022,MI,FT,160000,100,USA,M,1,FT,1,1,Data Scientist,0,1,USA
2022,MI,FT,130000,100,USA,M,1,FT,1,1,Data Scientist,0,1,USA
2022,EN,FT,67000,0,CA,M,0,FT,1,0,Analyst,0,1,CA
2022,EN,FT,52000,0,CA,M,0,FT,1,0,Analyst,0,1,CA
2022,SE,FT,154000,100,USA,M,2,FT,1,1,Data Engineer,0,1,USA
2022,SE,FT,126000,100,USA,M,2,FT,1,1,Data Engineer,0,1,USA
2022,SE,FT,129000,0,USA,M,2,FT,1,0,Analyst,0,1,USA
2022,SE,FT,150000,100,USA,M,2,FT,1,1,Analyst,0,1,USA
2022,MI,FT,200000,100,USA,L,1,FT,1,1,Other,0,2,USA
